Member_ID,Seasonal_Pass,Purchase_Count,Total_Spent,Avg_Purchase,Games_Attended,Age_Group,Region
10000564,False,2,202,101.0,4,26-40,Domestic
10000565,False,2,100,50.0,8,41-60,Domestic
10000566,False,1,25,25.0,5,18-25,Domestic
10000567,True,2,70,35.0,23,41-60,Domestic
10000568,False,1,152,152.0,6,26-40,Domestic
10000569,False,1,75,75.0,6,<18,Domestic
10000570,False,2,150,75.0,5,41-60,Domestic
10000571,False,1,75,75.0,4,60+,Domestic
10000572,False,2,177,88.5,3,41-60,Domestic
10000573,False,1,75,75.0,6,18-25,Domestic
10000574,False,1,75,75.0,5,26-40,Domestic
10000575,False,1,25,25.0,4,18-25,Domestic
10000576,False,2,115,57.5,5,26-40,International
10000577,False,2,115,57.5,8,26-40,Domestic
10000578,False,2,95,47.5,3,18-25,Domestic
10000579,False,1,75,75.0,1,18-25,International
10000580,False,2,95,47.5,3,41-60,Domestic
10000581,False,2,125,62.5,3,60+,Domestic
10000582,False,1,75,75.0,3,18-25,Domestic
10000583,False,2,202,101.0,6,41-60,Domestic
10000584,False,2,75,37.5,4,26-40,Domestic
10000585,False,2,115,57.5,3,<18,Domestic
10000586,False,1,20,20.0,2,26-40,Domestic
10000587,False,1,50,50.0,8,26-40,Domestic
10000588,False,1,35,35.0,3,18-25,Domestic
10000589,False,1,75,75.0,8,18-25,Domestic
10000590,False,2,95,47.5,8,<18,Domestic
10000591,False,2,150,75.0,7,26-40,Domestic
10000592,True,2,125,62.5,20,18-25,Domestic
10000593,False,1,40,40.0,4,18-25,Domestic
10000594,False,2,40,20.0,8,26-40,Domestic
10000595,False,2,75,37.5,3,60+,Domestic
10000596,False,1,75,75.0,8,18-25,Domestic
10000597,False,2,95,47.5,2,26-40,Domestic
10000598,False,2,65,32.5,1,26-40,Domestic
10000599,False,1,25,25.0,3,18-25,Domestic
10000600,False,1,50,50.0,3,18-25,Domestic
10000601,False,1,152,152.0,8,<18,Domestic
10000602,False,2,110,55.0,3,26-40,Domestic
10000603,False,2,100,50.0,5,18-25,Domestic
10000604,False,1,75,75.0,6,41-60,Domestic
10000605,False,2,85,42.5,6,60+,Domestic
10000606,False,1,75,75.0,7,18-25,Domestic
10000607,False,1,75,75.0,1,18-25,Domestic
10000608,True,1,40,40.0,26,41-60,International
10000609,False,2,227,113.5,7,41-60,International
10000610,False,1,75,75.0,6,26-40,Domestic
10000611,False,1,152,152.0,2,18-25,Domestic
10000612,False,2,110,55.0,6,41-60,Domestic
10000613,False,2,100,50.0,2,18-25,Domestic
10000614,False,1,75,75.0,8,18-25,Domestic
10000615,False,2,227,113.5,2,26-40,International
10000616,False,1,50,50.0,3,18-25,Domestic
10000617,False,2,202,101.0,6,<18,Domestic
10000618,False,1,75,75.0,7,41-60,Domestic
10000619,False,1,35,35.0,8,18-25,Domestic
10000620,True,1,35,35.0,25,60+,Domestic
10000621,False,2,150,75.0,7,18-25,Domestic
10000622,False,1,50,50.0,8,18-25,Domestic
10000623,False,2,172,86.0,5,26-40,Domestic
10000624,False,1,25,25.0,5,18-25,Domestic
10000625,False,1,75,75.0,4,18-25,Domestic
10000626,False,1,152,152.0,1,18-25,Domestic
10000627,False,1,90,90.0,4,41-60,Domestic
10000628,False,2,60,30.0,6,26-40,Domestic
10000629,True,1,75,75.0,28,18-25,Domestic
10000630,False,2,130,65.0,7,26-40,Domestic
10000631,False,2,227,113.5,1,18-25,Domestic
10000632,False,2,55,27.5,3,41-60,Domestic
10000633,False,1,152,152.0,4,18-25,Domestic
10000634,False,1,40,40.0,2,26-40,Domestic
10000635,False,1,75,75.0,5,60+,Domestic
10000636,False,1,50,50.0,1,26-40,Domestic
10000637,False,2,115,57.5,7,18-25,Domestic
10000638,True,1,75,75.0,22,18-25,Domestic
10000639,False,1,75,75.0,7,<18,Domestic
10000640,False,1,50,50.0,2,18-25,Domestic
10000641,False,2,125,62.5,3,41-60,Domestic
10000642,False,1,75,75.0,2,26-40,Domestic
10000643,False,2,115,57.5,5,41-60,Domestic
10000644,False,1,50,50.0,8,26-40,Domestic
10000645,False,1,75,75.0,6,41-60,Domestic
10000646,False,2,202,101.0,3,41-60,Domestic
10000647,False,2,110,55.0,7,18-25,Domestic
10000648,False,2,227,113.5,1,<18,Domestic
10000649,False,1,50,50.0,6,18-25,Domestic
10000650,False,2,115,57.5,8,26-40,International
10000651,False,1,40,40.0,1,18-25,International
10000652,False,1,152,152.0,6,18-25,Domestic
10000653,False,1,75,75.0,5,18-25,Domestic
10000654,False,1,75,75.0,3,18-25,Domestic
10000655,False,2,227,113.5,1,<18,Domestic
10000656,False,2,150,75.0,7,18-25,International
10000657,False,2,85,42.5,8,41-60,Domestic
10000658,False,1,75,75.0,2,41-60,Domestic
10000659,False,1,50,50.0,8,60+,Domestic
10000660,False,1,75,75.0,1,<18,Domestic
10000661,False,1,50,50.0,3,<18,Domestic
10000662,True,1,35,35.0,24,18-25,Domestic
10000663,False,1,75,75.0,4,18-25,Domestic
10000664,False,1,50,50.0,6,18-25,Domestic
10000665,False,2,55,27.5,6,<18,Domestic
10000666,False,1,75,75.0,3,41-60,Domestic
10000667,False,2,125,62.5,8,18-25,International
10000668,False,2,150,75.0,4,18-25,Domestic
10000669,False,1,25,25.0,2,26-40,Domestic
10000670,False,2,172,86.0,3,18-25,Domestic
10000671,False,2,125,62.5,8,18-25,Domestic
10000672,False,2,110,55.0,6,18-25,Domestic
10000673,False,2,90,45.0,7,18-25,Domestic
10000674,False,2,125,62.5,2,26-40,Domestic
10000675,False,1,50,50.0,5,18-25,Domestic
10000676,False,2,115,57.5,2,<18,Domestic
10000677,False,2,100,50.0,6,<18,Domestic
10000678,False,2,150,75.0,8,26-40,Domestic
10000679,False,1,75,75.0,1,26-40,Domestic
10000680,False,1,75,75.0,1,26-40,Domestic
10000681,False,1,20,20.0,4,26-40,Domestic
10000682,False,1,152,152.0,8,26-40,Domestic
10000683,False,1,20,20.0,2,18-25,Domestic
10000684,False,1,35,35.0,8,18-25,Domestic
10000685,False,2,227,113.5,8,41-60,Domestic
10000686,False,1,35,35.0,5,26-40,Domestic
10000687,False,2,75,37.5,3,18-25,Domestic
10000688,False,1,25,25.0,7,26-40,Domestic
10000689,False,2,202,101.0,1,18-25,Domestic
10000690,False,2,125,62.5,1,26-40,Domestic
10000691,False,1,152,152.0,6,18-25,Domestic
10000692,False,1,75,75.0,6,18-25,Domestic
10000693,False,2,90,45.0,6,60+,Domestic
10000694,False,2,60,30.0,2,26-40,Domestic
10000695,False,1,25,25.0,3,18-25,International
10000696,False,1,152,152.0,5,26-40,Domestic
10000697,False,1,50,50.0,2,41-60,Domestic
10000698,False,1,152,152.0,6,60+,Domestic
10000699,False,2,227,113.5,7,<18,Domestic
10000700,False,2,100,50.0,5,18-25,Domestic
10000701,False,1,152,152.0,2,18-25,Domestic
10000702,False,2,45,22.5,2,18-25,Domestic
10000703,False,1,20,20.0,3,18-25,International
10000704,False,2,227,113.5,4,26-40,Domestic
10000705,False,2,192,96.0,3,26-40,Domestic
10000706,False,2,95,47.5,6,26-40,International
10000707,False,1,25,25.0,2,26-40,Domestic
10000708,False,1,20,20.0,7,18-25,Domestic
10000709,False,1,50,50.0,8,41-60,International
10000710,False,1,75,75.0,8,18-25,Domestic
10000711,False,2,227,113.5,3,18-25,Domestic
10000712,True,1,75,75.0,24,41-60,Domestic
10000713,False,1,75,75.0,7,18-25,Domestic
10000714,False,1,152,152.0,7,<18,Domestic
10000715,False,1,35,35.0,8,26-40,Domestic
10000716,False,1,75,75.0,1,18-25,Domestic
10000717,False,1,40,40.0,1,18-25,Domestic
10000718,False,2,115,57.5,4,18-25,Domestic
10000719,False,1,35,35.0,6,41-60,Domestic
10000720,False,2,60,30.0,6,18-25,Domestic
10000721,True,2,45,22.5,19,60+,Domestic
10000722,False,2,95,47.5,8,26-40,Domestic
10000723,False,1,75,75.0,5,18-25,Domestic
10000724,False,2,115,57.5,4,18-25,Domestic
10000725,False,2,75,37.5,7,18-25,Domestic
10000726,False,1,35,35.0,4,18-25,Domestic
10000727,False,1,25,25.0,5,18-25,Domestic
10000728,False,2,70,35.0,6,26-40,Domestic
10000729,False,1,35,35.0,3,41-60,Domestic
10000730,False,1,50,50.0,4,18-25,Domestic
10000731,False,2,115,57.5,4,18-25,Domestic
10000732,True,2,90,45.0,18,<18,Domestic
10000733,False,1,152,152.0,7,60+,Domestic
10000734,False,2,227,113.5,1,41-60,Domestic
10000735,False,1,40,40.0,6,41-60,International
10000736,False,1,75,75.0,6,18-25,International
10000737,False,2,177,88.5,4,26-40,Domestic
10000738,False,1,35,35.0,3,18-25,International
10000739,False,2,150,75.0,7,26-40,Domestic
10000740,False,2,55,27.5,8,18-25,Domestic
10000741,True,1,75,75.0,16,60+,Domestic
10000742,False,1,75,75.0,4,18-25,Domestic
10000743,False,1,25,25.0,1,60+,Domestic
10000744,False,2,60,30.0,6,18-25,Domestic
10000745,False,2,227,113.5,1,41-60,Domestic
10000746,False,2,125,62.5,1,60+,Domestic
10000747,True,1,35,35.0,27,26-40,Domestic
10000748,False,1,50,50.0,4,26-40,Domestic
10000749,False,1,50,50.0,6,26-40,Domestic
10000750,False,2,304,152.0,3,26-40,Domestic
10000751,False,2,125,62.5,6,26-40,Domestic
10000752,False,1,25,25.0,3,18-25,Domestic
10000753,False,2,110,55.0,4,26-40,International
10000754,False,1,75,75.0,7,18-25,Domestic
10000755,False,2,70,35.0,5,18-25,Domestic
10000756,False,2,100,50.0,1,18-25,Domestic
10000757,False,2,110,55.0,8,18-25,Domestic
10000758,False,2,115,57.5,6,18-25,Domestic
10000759,True,1,75,75.0,19,26-40,Domestic
10000760,False,2,172,86.0,7,18-25,Domestic
10000761,False,1,50,50.0,1,60+,Domestic
10000762,False,1,25,25.0,1,18-25,Domestic
10000763,False,2,55,27.5,3,26-40,Domestic
10000764,False,1,75,75.0,6,18-25,Domestic
10000765,False,1,90,90.0,3,26-40,Domestic
10000766,False,2,115,57.5,1,18-25,Domestic
10000767,False,1,75,75.0,6,41-60,Domestic
10000768,False,1,35,35.0,8,18-25,Domestic
10000769,False,2,242,121.0,7,18-25,Domestic
10000770,False,1,35,35.0,2,26-40,International
10000771,False,1,25,25.0,4,26-40,Domestic
10000772,False,1,75,75.0,1,18-25,International
10000773,False,2,202,101.0,5,18-25,Domestic
10000774,False,1,75,75.0,7,41-60,Domestic
10000775,False,2,227,113.5,6,41-60,Domestic
10000776,False,2,125,62.5,3,18-25,Domestic
10000777,False,2,227,113.5,1,41-60,Domestic
10000778,False,1,20,20.0,3,60+,International
10000779,False,1,75,75.0,4,<18,International
10000780,False,2,70,35.0,7,18-25,Domestic
10000781,False,2,60,30.0,7,18-25,Domestic
10000782,False,1,20,20.0,7,26-40,Domestic
10000783,False,1,35,35.0,8,41-60,Domestic
10000784,False,1,75,75.0,6,26-40,Domestic
10000785,False,2,60,30.0,5,18-25,International
10000786,False,2,115,57.5,6,18-25,Domestic
10000787,False,2,115,57.5,1,26-40,Domestic
10000788,False,2,115,57.5,6,41-60,Domestic
10000789,False,1,75,75.0,1,41-60,Domestic
10000790,False,1,152,152.0,2,18-25,Domestic
10000791,False,1,40,40.0,5,26-40,Domestic
10000792,False,1,75,75.0,6,<18,Domestic
10000793,False,1,75,75.0,3,<18,Domestic
10000794,True,1,20,20.0,19,18-25,Domestic
10000795,False,2,125,62.5,6,18-25,Domestic
10000796,False,1,25,25.0,1,41-60,Domestic
10000797,False,1,152,152.0,6,18-25,Domestic
10000798,False,1,90,90.0,5,18-25,Domestic
10000799,False,1,75,75.0,3,41-60,Domestic
10000800,False,2,115,57.5,7,26-40,Domestic
10000801,False,2,150,75.0,6,18-25,Domestic
10000802,False,1,20,20.0,6,26-40,Domestic
10000803,False,1,40,40.0,6,41-60,Domestic
10000804,False,1,25,25.0,3,18-25,Domestic
10000805,False,1,152,152.0,4,18-25,Domestic
10000806,False,2,227,113.5,3,41-60,Domestic
10000807,False,1,152,152.0,8,18-25,Domestic
10000808,False,1,152,152.0,7,<18,Domestic
10000809,False,1,20,20.0,3,18-25,International
10000810,False,2,50,25.0,1,18-25,Domestic
10000811,False,2,65,32.5,1,41-60,Domestic
10000812,False,1,75,75.0,2,18-25,Domestic
10000813,False,2,115,57.5,8,18-25,Domestic
10000814,False,1,25,25.0,2,18-25,Domestic
10000815,False,1,75,75.0,6,26-40,International
10000816,False,1,152,152.0,3,18-25,Domestic
10000817,False,1,50,50.0,2,18-25,Domestic
10000818,False,2,125,62.5,2,26-40,Domestic
10000819,False,2,100,50.0,1,18-25,Domestic
10000820,False,2,100,50.0,4,18-25,Domestic
10000821,False,2,242,121.0,5,18-25,Domestic
10000822,False,2,202,101.0,1,41-60,Domestic
10000823,False,1,75,75.0,5,26-40,Domestic
10000824,False,2,115,57.5,3,18-25,Domestic
10000825,False,1,35,35.0,5,<18,Domestic
10000826,False,2,70,35.0,1,60+,Domestic
10000827,False,2,95,47.5,3,41-60,Domestic
10000828,False,2,110,55.0,4,26-40,Domestic
10000829,False,2,150,75.0,8,18-25,Domestic
10000830,False,1,75,75.0,8,18-25,Domestic
10000831,False,2,177,88.5,3,18-25,Domestic
10000832,False,1,75,75.0,3,18-25,Domestic
10000833,False,1,75,75.0,3,<18,Domestic
10000834,True,2,202,101.0,21,41-60,Domestic
10000835,False,1,50,50.0,3,26-40,Domestic
10000836,False,1,40,40.0,2,18-25,Domestic
10000837,False,2,227,113.5,8,18-25,Domestic
10000838,False,2,125,62.5,7,18-25,International
10000839,False,1,20,20.0,2,18-25,Domestic
10000840,False,2,115,57.5,1,41-60,Domestic
10000841,False,1,40,40.0,5,18-25,Domestic
10000842,False,2,45,22.5,2,18-25,Domestic
10000843,False,1,75,75.0,7,60+,Domestic
10000844,False,2,150,75.0,7,41-60,Domestic
10000845,False,1,75,75.0,6,<18,Domestic
10000846,False,2,90,45.0,1,26-40,Domestic
10000847,True,2,80,40.0,17,18-25,Domestic
10000848,False,1,40,40.0,8,26-40,Domestic
10000849,False,2,140,70.0,5,18-25,Domestic
10000850,False,1,35,35.0,1,26-40,Domestic
10000851,False,1,75,75.0,3,<18,Domestic
10000852,False,1,25,25.0,6,18-25,Domestic
10000853,False,1,40,40.0,6,26-40,Domestic
10000854,False,2,115,57.5,1,41-60,Domestic
10000855,False,2,150,75.0,3,41-60,Domestic
10000856,False,2,100,50.0,8,18-25,Domestic
10000857,False,1,50,50.0,7,18-25,Domestic
10000858,False,2,100,50.0,5,26-40,Domestic
10000859,False,1,50,50.0,8,41-60,Domestic
10000860,False,2,172,86.0,6,<18,Domestic
10000861,False,1,35,35.0,3,41-60,Domestic
10000862,False,2,165,82.5,7,18-25,Domestic
10000863,False,2,165,82.5,4,41-60,Domestic
10000864,False,2,150,75.0,6,18-25,Domestic
10000865,False,1,40,40.0,4,26-40,Domestic
10000866,False,2,85,42.5,6,<18,Domestic
10000867,False,1,75,75.0,5,41-60,International
10000868,False,2,85,42.5,5,18-25,International
10000869,False,1,75,75.0,3,18-25,Domestic
10000870,False,1,152,152.0,5,18-25,Domestic
10000871,False,2,150,75.0,4,26-40,Domestic
10000872,False,1,75,75.0,5,18-25,Domestic
10000873,False,1,152,152.0,4,41-60,Domestic
10000874,False,1,75,75.0,6,18-25,Domestic
10000875,False,1,75,75.0,6,26-40,Domestic
10000876,False,1,75,75.0,2,18-25,Domestic
10000877,False,2,140,70.0,1,18-25,Domestic
10000878,False,1,35,35.0,8,26-40,International
10000879,False,1,40,40.0,6,<18,Domestic
10000880,False,2,187,93.5,8,26-40,Domestic
10000881,False,2,115,57.5,5,26-40,Domestic
10000882,False,1,40,40.0,4,60+,Domestic
10000883,False,2,110,55.0,2,41-60,International
10000884,False,2,150,75.0,3,26-40,International
10000885,False,1,40,40.0,5,60+,International
10000886,False,2,150,75.0,2,26-40,Domestic
10000887,True,2,60,30.0,24,41-60,Domestic
10000888,False,2,100,50.0,3,18-25,Domestic
10000889,False,1,25,25.0,2,60+,Domestic
10000890,False,2,165,82.5,8,<18,Domestic
10000891,False,2,192,96.0,2,26-40,Domestic
10000892,False,2,150,75.0,7,18-25,Domestic
10000893,False,2,150,75.0,6,18-25,Domestic
10000894,False,2,60,30.0,1,<18,International
10000895,False,1,25,25.0,1,26-40,International
10000896,False,2,60,30.0,3,26-40,Domestic
10000897,False,1,50,50.0,4,26-40,International
10000898,False,2,227,113.5,1,26-40,Domestic
10000899,False,1,40,40.0,4,18-25,Domestic
10000900,False,1,50,50.0,2,26-40,International
10000901,False,2,90,45.0,3,26-40,Domestic
10000902,False,2,55,27.5,2,18-25,Domestic
10000903,False,2,115,57.5,8,41-60,Domestic
10000904,False,1,50,50.0,5,26-40,Domestic
10000905,False,1,75,75.0,7,18-25,Domestic
10000906,True,1,152,152.0,17,18-25,Domestic
10000907,True,1,40,40.0,23,18-25,Domestic
10000908,False,2,227,113.5,8,41-60,International
10000909,False,1,35,35.0,5,<18,Domestic
10000910,False,2,202,101.0,3,18-25,Domestic
10000911,False,1,40,40.0,5,18-25,Domestic
10000912,False,2,100,50.0,7,60+,Domestic
10000913,False,2,65,32.5,5,26-40,Domestic
10000914,False,1,25,25.0,8,<18,Domestic
10000915,False,2,110,55.0,4,18-25,Domestic
10000916,False,1,20,20.0,3,18-25,Domestic
10000917,False,2,95,47.5,8,41-60,Domestic
10000918,False,1,152,152.0,8,18-25,Domestic
10000919,False,1,25,25.0,6,18-25,Domestic
10000920,False,1,75,75.0,8,26-40,Domestic
10000921,False,2,304,152.0,1,26-40,Domestic
10000922,False,1,75,75.0,1,41-60,Domestic
10000923,False,1,40,40.0,7,26-40,Domestic
10000924,False,2,45,22.5,4,41-60,Domestic
10000925,False,2,227,113.5,8,18-25,Domestic
10000926,False,2,150,75.0,7,18-25,Domestic
10000927,False,2,100,50.0,2,26-40,Domestic
10000928,False,1,20,20.0,6,18-25,Domestic
10000929,False,2,100,50.0,3,41-60,Domestic
10000930,False,2,125,62.5,1,18-25,Domestic
10000931,False,2,65,32.5,5,18-25,Domestic
10000932,False,2,227,113.5,4,41-60,Domestic
10000933,True,1,75,75.0,20,26-40,Domestic
10000934,False,2,100,50.0,6,18-25,Domestic
10000935,False,2,55,27.5,8,60+,Domestic
10000936,False,1,75,75.0,5,<18,Domestic
10000937,False,1,35,35.0,2,18-25,Domestic
10000938,False,2,115,57.5,4,26-40,Domestic
10000939,True,2,60,30.0,24,18-25,Domestic
10000940,False,2,227,113.5,2,18-25,Domestic
10000941,False,1,75,75.0,6,18-25,Domestic
10000942,False,2,100,50.0,5,18-25,International
10000943,False,1,152,152.0,5,60+,Domestic
10000944,False,2,110,55.0,7,18-25,Domestic
10000945,False,2,227,113.5,2,18-25,Domestic
10000946,True,1,75,75.0,26,41-60,International
10000947,True,2,227,113.5,29,18-25,Domestic
10000948,False,1,25,25.0,3,18-25,Domestic
10000949,False,2,192,96.0,5,26-40,International
10000950,False,1,40,40.0,5,<18,Domestic
10000951,False,1,25,25.0,3,26-40,Domestic
10000952,False,2,202,101.0,4,26-40,Domestic
10000953,False,2,115,57.5,8,18-25,Domestic
10000954,False,2,70,35.0,6,18-25,Domestic
10000955,False,2,227,113.5,8,18-25,Domestic
10000956,False,2,70,35.0,3,18-25,Domestic
10000957,False,1,75,75.0,2,41-60,Domestic
10000958,False,2,242,121.0,3,26-40,International
10000959,False,1,152,152.0,2,18-25,Domestic
10000960,False,2,187,93.5,1,41-60,Domestic
10000961,False,1,75,75.0,4,60+,Domestic
10000962,False,1,20,20.0,2,<18,International
10000963,False,1,20,20.0,2,18-25,Domestic
10000964,False,1,75,75.0,3,26-40,Domestic
10000965,False,1,40,40.0,5,41-60,Domestic
10000966,False,2,150,75.0,3,18-25,Domestic
10000967,False,2,202,101.0,6,18-25,Domestic
10000968,False,2,75,37.5,4,26-40,Domestic
10000969,True,1,50,50.0,30,26-40,Domestic
10000970,False,2,115,57.5,5,26-40,Domestic
10000971,False,1,50,50.0,7,<18,Domestic
10000972,False,2,150,75.0,5,26-40,Domestic
10000973,False,2,115,57.5,3,18-25,Domestic
10000974,False,1,50,50.0,8,18-25,Domestic
10000975,False,1,40,40.0,3,18-25,Domestic
10000976,False,2,192,96.0,7,18-25,Domestic
10000977,False,1,75,75.0,8,26-40,Domestic
10000978,False,1,20,20.0,7,18-25,Domestic
10000979,False,1,35,35.0,1,18-25,Domestic
10000980,False,1,75,75.0,8,26-40,International
10000981,False,2,60,30.0,7,18-25,Domestic
10000982,False,2,202,101.0,8,<18,Domestic
10000983,False,2,192,96.0,6,26-40,International
10000984,False,1,75,75.0,6,41-60,International
10000985,False,2,115,57.5,6,26-40,Domestic
10000986,False,1,35,35.0,6,26-40,Domestic
10000987,False,1,152,152.0,5,41-60,Domestic
10000988,False,2,227,113.5,1,26-40,International
10000989,True,1,75,75.0,26,18-25,Domestic
10000990,False,2,110,55.0,6,18-25,Domestic
10000991,False,1,75,75.0,6,18-25,Domestic
10000992,False,1,152,152.0,7,18-25,Domestic
10000993,False,1,20,20.0,7,<18,Domestic
10000994,False,2,75,37.5,7,26-40,Domestic
10000995,False,1,50,50.0,3,18-25,Domestic
10000996,False,1,40,40.0,5,26-40,Domestic
10000997,False,1,35,35.0,2,18-25,Domestic
10000998,False,2,115,57.5,1,18-25,Domestic
10000999,False,2,100,50.0,8,18-25,Domestic
10001000,False,1,75,75.0,3,41-60,Domestic
10001001,False,2,150,75.0,8,60+,Domestic
10001002,False,1,50,50.0,7,26-40,Domestic
10001003,False,1,152,152.0,2,26-40,Domestic
10001004,False,1,75,75.0,2,18-25,Domestic
10001005,False,2,100,50.0,7,18-25,Domestic
10001006,False,2,140,70.0,2,<18,Domestic
10001007,False,2,150,75.0,4,18-25,Domestic
10001008,False,1,152,152.0,6,41-60,International
10001009,False,1,75,75.0,8,<18,Domestic
10001010,False,2,227,113.5,7,18-25,Domestic
10001011,False,1,152,152.0,3,18-25,Domestic
10001012,False,1,50,50.0,3,26-40,Domestic
10001013,False,2,100,50.0,2,41-60,Domestic
10001014,False,2,177,88.5,7,18-25,Domestic
10001015,False,1,40,40.0,2,41-60,Domestic
10001016,False,2,100,50.0,3,18-25,Domestic
10001017,False,2,115,57.5,5,18-25,Domestic
10001018,False,2,115,57.5,2,41-60,Domestic
10001019,False,2,150,75.0,8,41-60,Domestic
10001020,False,1,152,152.0,2,18-25,Domestic
10001021,False,2,165,82.5,4,41-60,Domestic
10001022,False,1,75,75.0,5,<18,Domestic
10001023,False,2,227,113.5,2,18-25,Domestic
10001024,True,1,152,152.0,27,18-25,Domestic
10001025,False,1,152,152.0,7,18-25,Domestic
10001026,False,2,227,113.5,6,41-60,Domestic
10001027,False,1,75,75.0,5,26-40,Domestic
10001028,False,1,75,75.0,7,18-25,Domestic
10001029,False,2,110,55.0,1,41-60,Domestic
10001030,False,1,75,75.0,2,18-25,Domestic
10001031,False,2,227,113.5,5,60+,Domestic
10001032,False,2,90,45.0,2,26-40,Domestic
10001033,False,2,100,50.0,2,60+,Domestic
10001034,True,2,150,75.0,23,18-25,Domestic
10001035,False,2,187,93.5,4,18-25,Domestic
10001036,False,1,40,40.0,7,26-40,Domestic
10001037,False,1,40,40.0,2,41-60,Domestic
10001038,False,1,50,50.0,2,18-25,Domestic
10001039,False,1,35,35.0,1,<18,Domestic
10001040,False,1,25,25.0,1,26-40,Domestic
10001041,False,2,227,113.5,7,26-40,Domestic
10001042,False,2,110,55.0,3,41-60,Domestic
10001043,False,1,35,35.0,5,41-60,Domestic
10001044,False,2,95,47.5,3,26-40,Domestic
10001045,False,1,75,75.0,7,26-40,Domestic
10001046,False,2,150,75.0,4,41-60,Domestic
10001047,False,2,95,47.5,7,18-25,Domestic
10001048,False,2,150,75.0,5,18-25,Domestic
10001049,False,1,75,75.0,4,26-40,Domestic
10001050,False,1,25,25.0,7,18-25,Domestic
10001051,False,2,150,75.0,3,26-40,Domestic
